timestamp,latitude,longitude,temperature_c,humidity_percent,wind_speed_kmh,rainfall_mm,iwv,cape,cloud_top_temp,thunderstorm_label,cloudburst_label,flash_flood_label
2025-06-04T02:00:00,20.2961,85.8245,28.181829290756987,74.66239073265918,13.53,1.7,35.31,1834.51,-47.03,0,0,0
2025-06-04T03:00:00,20.2961,85.8245,25.68042227377499,94.89059881460815,13.39,12.24,36.15,1348.1,-25.99,0,0,0
2025-06-04T04:00:00,20.2961,85.8245,28.566918764228173,66.67407022322833,16.19,3.07,58.59,1029.61,-35.19,0,0,0
2025-06-04T05:00:00,20.2961,85.8245,33.511978965748064,75.42669614283798,13.47,0.0,37.74,728.29,-34.15,0,0,0
2025-06-04T06:00:00,20.2961,85.8245,26.666549937227373,74.30569598843337,6.55,1.29,47.97,0.0,-37.97,0,0,0
2025-06-04T07:00:00,20.2961,85.8245,30.468123683683753,68.33639733663543,11.85,6.61,45.49,1635.78,-44.03,0,0,0
2025-06-04T08:00:00,20.2961,85.8245,32.477989410092746,67.17445033955373,12.83,6.55,36.08,812.59,-31.45,0,0,0
2025-06-04T09:00:00,20.2961,85.8245,28.44529359067103,71.96360730942565,20.54,4.63,42.74,845.23,-45.01,0,0,0
2025-06-04T10:00:00,20.2961,85.8245,34.2643825459531,75.26442851973609,7.32,0.0,32.37,295.77,-30.15,0,0,0
2025-06-04T11:00:00,20.2961,85.8245,32.309905646049565,82.17173769391516,35.61,21.17,66.69,2917.03,-50.84,1,0,0
2025-06-04T12:00:00,20.2961,85.8245,30.655590965928504,82.79971359231524,5.22,0.0,33.02,790.93,-34.19,0,0,0
2025-06-04T13:00:00,20.2961,85.8245,30.53088916874697,85.83117657492296,22.3,51.86,55.53,3153.12,-38.14,1,0,0
2025-06-04T14:00:00,20.2961,85.8245,24.944946183151,70.39926004681112,9.46,0.0,39.49,622.31,-46.25,0,0,0
2025-06-04T15:00:00,20.2961,85.8245,31.100929638226972,69.17924155049388,9.85,5.47,30.4,2316.19,-33.52,0,0,0
2025-06-04T16:00:00,20.2961,85.8245,26.89047072462234,62.62982236075331,21.9,15.8,33.39,1061.0,-35.77,0,0,0
2025-06-04T17:00:00,20.2961,85.8245,27.312599672317198,84.31437647990494,19.25,0.0,37.72,1885.4,-20.5,0,0,0
2025-06-04T18:00:00,20.2961,85.8245,30.862016292652033,78.96653315824253,14.55,0.0,42.97,214.89,-36.98,0,0,0
2025-06-04T19:00:00,20.2961,85.8245,30.37754023768531,77.12987372750992,20.0,5.8,41.04,1305.29,-26.35,0,0,0
2025-06-04T20:00:00,20.2961,85.8245,32.15945855999871,71.16851656351395,35.4,43.33,71.0,4003.52,-73.14,1,0,0
2025-06-04T21:00:00,20.2961,85.8245,29.404954162459067,78.8821952331368,13.43,0.0,26.76,1250.52,-24.78,0,0,0
2025-06-04T22:00:00,20.2961,85.8245,30.756510382575737,90.45346058653254,6.9,7.34,32.8,1521.77,-32.74,0,0,0
2025-06-04T23:00:00,20.2961,85.8245,21.546165262742555,90.57869899652187,11.94,9.12,43.71,1023.51,-40.47,0,0,0
2025-06-05T00:00:00,20.2961,85.8245,26.585639250019025,70.37078421595965,13.2,0.0,24.55,120.7,-28.65,0,0,0
2025-06-05T01:00:00,20.2961,85.8245,26.523245470947618,93.06562078019937,14.01,0.0,22.53,396.3,-29.54,0,0,0
2025-06-05T02:00:00,20.2961,85.8245,29.221888892220704,67.71701731745614,5.58,8.84,56.48,668.05,-22.03,0,0,0
2025-06-05T03:00:00,20.2961,85.8245,25.479289378963625,84.36072163188273,12.76,0.52,42.44,688.56,-36.34,0,0,0
2025-06-05T04:00:00,20.2961,85.8245,31.813514904699932,63.20203930892142,29.14,0.0,40.75,811.72,-40.63,0,0,0
2025-06-05T05:00:00,20.2961,85.8245,29.31420589591439,73.044098095431,9.9,5.72,35.1,1291.9,-26.33,0,0,0
2025-06-05T06:00:00,20.2961,85.8245,25.817519612497712,89.7922419917069,19.17,0.0,45.07,524.66,-35.07,0,0,0
2025-06-05T07:00:00,20.2961,85.8245,25.604551573601913,69.34598945592975,22.94,9.03,10.15,564.89,-32.25,0,0,0
2025-06-05T08:00:00,20.2961,85.8245,31.14502104140342,84.41150115842493,17.43,7.66,39.92,1152.78,-31.63,0,0,0
2025-06-05T09:00:00,20.2961,85.8245,26.4993230381622,65.62659636169079,12.78,0.0,46.07,1765.84,-31.16,0,0,0
2025-06-05T10:00:00,20.2961,85.8245,24.53182082105208,93.7047201350648,45.5,189.96,77.43,2867.85,-58.07,1,1,1
2025-06-05T11:00:00,20.2961,85.8245,27.78600253007886,62.35727105140701,13.88,3.88,47.67,279.25,-31.73,0,0,0
2025-06-05T12:00:00,20.2961,85.8245,27.42258383806113,60.7743243035149,17.2,0.6,23.52,1482.51,-33.98,0,0,0
2025-06-05T13:00:00,20.2961,85.8245,27.780521369911213,82.90789249983973,28.67,142.17,71.66,1994.88,-53.28,1,1,1
2025-06-05T14:00:00,20.2961,85.8245,33.980410860344726,94.43921767859399,7.64,2.43,36.22,426.52,-29.93,0,0,0
2025-06-05T15:00:00,20.2961,85.8245,28.311792191808944,90.2525387443873,15.45,0.0,45.18,896.72,-40.35,0,0,0
2025-06-05T16:00:00,20.2961,85.8245,31.16762024087023,86.63583968300496,19.25,4.35,42.04,985.54,-36.84,0,0,0
2025-06-05T17:00:00,20.2961,85.8245,28.850700471052747,83.994785053014,8.82,9.25,30.45,1161.62,-31.07,0,0,0
2025-06-05T18:00:00,20.2961,85.8245,30.69410318760847,70.86266856232508,5.45,0.0,27.13,841.95,-35.11,0,0,0
2025-06-05T19:00:00,20.2961,85.8245,27.512401465978147,84.32436601442899,29.83,2.13,35.78,987.31,-40.51,0,0,0
2025-06-05T20:00:00,20.2961,85.8245,27.79013149408064,63.07532747006917,34.61,163.08,68.26,3337.43,-65.11,1,1,1
2025-06-05T21:00:00,20.2961,85.8245,25.812101667751694,88.0205344688179,16.17,2.1,35.85,956.93,-40.86,0,0,0
2025-06-05T22:00:00,20.2961,85.8245,30.073777186075304,84.99304262463497,25.87,4.38,34.05,777.51,-41.39,0,0,0
2025-06-05T23:00:00,20.2961,85.8245,32.951834680193556,78.42409313276396,13.81,3.57,33.36,1544.5,-27.4,0,0,0
2025-06-06T00:00:00,20.2961,85.8245,32.3879733126185,79.4377242828171,18.71,0.0,35.04,1102.27,-39.23,0,0,0
2025-06-06T01:00:00,20.2961,85.8245,29.63478491114118,69.01890109789248,11.99,0.0,30.53,1376.66,-30.49,0,0,0
2025-06-06T02:00:00,20.2961,85.8245,26.295197761893284,94.56773473076203,3.81,7.66,46.73,944.63,-28.01,0,0,0
2025-06-06T03:00:00,20.2961,85.8245,27.281694726354424,91.93271709658418,5.2,2.47,25.51,2000.87,-20.75,0,0,0
2025-06-06T04:00:00,20.2961,85.8245,26.94316915675458,77.22972497568122,44.5,68.74,59.96,2000.67,-46.5,1,0,0
2025-06-06T05:00:00,20.2961,85.8245,23.7808586636657,73.68785378281163,21.89,6.86,42.35,814.69,-57.79,0,0,0
2025-06-06T06:00:00,20.2961,85.8245,30.431122481669366,62.572386156550444,14.72,0.66,27.64,1580.41,-32.23,0,0,0
2025-06-06T07:00:00,20.2961,85.8245,27.715654517102262,84.7372025909906,5.66,7.98,38.61,358.5,-38.95,0,0,0
2025-06-06T08:00:00,20.2961,85.8245,30.290124941573207,90.38949481796405,17.29,1.39,35.21,825.37,-18.39,0,0,0
2025-06-06T09:00:00,20.2961,85.8245,29.1558376574219,64.27384699035093,19.37,2.64,35.93,901.83,-35.3,0,0,0
2025-06-06T10:00:00,20.2961,85.8245,30.03946542769398,78.04586100027376,20.5,3.39,43.86,959.64,-50.99,0,0,0
2025-06-06T11:00:00,20.2961,85.8245,25.839753310479033,93.06149768159082,32.22,136.58,91.5,3340.89,-71.34,1,1,0
2025-06-06T12:00:00,20.2961,85.8245,29.202495607625025,82.79315419645222,30.18,36.44,63.1,4419.43,-57.42,1,0,0
2025-06-06T13:00:00,20.2961,85.8245,30.265762262705856,85.84572232379642,16.93,2.68,40.42,622.86,-32.37,0,0,0
2025-06-06T14:00:00,20.2961,85.8245,31.103518226932696,75.24541601845266,18.58,8.95,36.05,1482.04,-44.82,0,0,0
2025-06-06T15:00:00,20.2961,85.8245,24.679847352217116,84.34135223414518,8.42,2.13,36.8,1062.79,-34.88,0,0,0
2025-06-06T16:00:00,20.2961,85.8245,32.029451268027906,76.22229153302004,24.85,0.0,30.07,0.0,-45.58,0,0,0
2025-06-06T17:00:00,20.2961,85.8245,24.063803759129325,78.67608913544075,6.66,0.0,45.85,837.58,-16.67,0,0,0
2025-06-06T18:00:00,20.2961,85.8245,29.84357427190813,92.44620906787074,19.55,5.97,49.07,1281.95,-28.17,0,0,0
2025-06-06T19:00:00,20.2961,85.8245,25.689232048352686,78.87064468363391,9.07,0.0,31.97,859.66,-35.79,0,0,0
2025-06-06T20:00:00,20.2961,85.8245,28.326100550008928,83.83912488877439,9.11,0.0,45.35,214.75,-27.47,0,0,0
2025-06-06T21:00:00,20.2961,85.8245,30.321424213881198,88.67161007993766,28.11,118.11,85.37,2983.77,-48.09,1,1,0
2025-06-06T22:00:00,20.2961,85.8245,28.097287941915923,74.8308388777067,48.35,56.72,56.03,2826.96,-64.49,1,0,0
2025-06-06T23:00:00,20.2961,85.8245,29.92946213068108,90.197897714013,7.87,0.0,32.61,1139.5,-17.84,0,0,0
2025-06-07T00:00:00,20.2961,85.8245,35.63156900477405,73.68170985669302,20.78,3.22,36.52,935.09,-36.18,0,0,0
2025-06-07T01:00:00,20.2961,85.8245,27.339235274876017,94.69395977957659,25.07,0.0,37.29,2289.85,-21.89,0,0,0
2025-06-07T02:00:00,20.2961,85.8245,25.9557298079214,72.42487070411781,11.51,1.1,42.55,1814.2,-36.63,0,0,0
2025-06-07T03:00:00,20.2961,85.8245,31.500586884826774,71.35168135903814,16.99,4.17,38.27,615.01,-47.45,0,0,0
2025-06-07T04:00:00,20.2961,85.8245,28.83269276702688,93.5168849576883,10.77,11.36,47.82,395.18,-31.65,0,0,0
2025-06-07T05:00:00,20.2961,85.8245,26.28827707560563,72.16500334836437,14.33,3.85,42.31,539.66,-46.31,0,0,0
2025-06-07T06:00:00,20.2961,85.8245,29.425150740919715,81.82549908009659,22.28,0.0,46.73,1304.57,-37.53,0,0,0
2025-06-07T07:00:00,20.2961,85.8245,31.87010695038375,70.6094924580865,19.25,3.67,39.54,845.44,-36.22,0,0,0
2025-06-07T08:00:00,20.2961,85.8245,22.54132822114255,78.04877996937742,8.38,0.0,31.71,334.38,-30.94,0,0,0
2025-06-07T09:00:00,20.2961,85.8245,28.129176367434045,88.20738900411675,20.51,3.41,37.95,1419.25,-35.79,0,0,0
2025-06-07T10:00:00,20.2961,85.8245,26.304596054626888,94.14635703009702,18.22,2.13,32.66,1496.02,-41.05,0,0,0
2025-06-07T11:00:00,20.2961,85.8245,30.673430919055587,77.58981267622049,23.34,2.87,46.69,1237.35,-28.46,0,0,0
2025-06-07T12:00:00,20.2961,85.8245,30.589078263070192,81.68557842142404,27.45,93.21,70.58,2608.66,-58.09,1,1,0
2025-06-07T13:00:00,20.2961,85.8245,27.76720653110245,70.61463016486584,11.62,0.0,30.27,1208.6,-35.5,0,0,0
2025-06-07T14:00:00,20.2961,85.8245,31.737305747777498,78.4464512369078,5.79,3.08,40.42,686.04,-40.83,0,0,0
2025-06-07T15:00:00,20.2961,85.8245,25.486874437472437,88.9638263448406,11.96,2.36,29.65,895.52,-27.09,0,0,0
2025-06-07T16:00:00,20.2961,85.8245,28.954420613690033,86.61014380927472,12.65,2.85,45.03,1381.1,-36.39,0,0,0
2025-06-07T17:00:00,20.2961,85.8245,35.181675849848155,63.43289032744856,3.24,0.0,38.87,440.68,-35.25,0,0,0
2025-06-07T18:00:00,20.2961,85.8245,27.665162719625986,76.08063689420953,1.18,8.84,28.46,979.96,-41.9,0,0,0
2025-06-07T19:00:00,20.2961,85.8245,27.77983075086025,61.34492221368137,5.41,8.71,40.28,1103.55,-43.97,0,0,0
2025-06-07T20:00:00,20.2961,85.8245,31.398497760512445,62.332821419624146,16.66,10.05,37.29,1460.67,-25.28,0,0,0
2025-06-07T21:00:00,20.2961,85.8245,29.270128512959857,85.07131858219388,13.63,3.44,28.47,1031.34,-21.22,0,0,0
2025-06-07T22:00:00,20.2961,85.8245,32.47344452607203,66.09382673669295,19.08,0.0,31.58,1649.41,-45.62,0,0,0
2025-06-07T23:00:00,20.2961,85.8245,32.93347665895432,67.19905417684443,18.64,0.0,40.26,646.07,-27.96,0,0,0
2025-06-08T00:00:00,20.2961,85.8245,29.115775820681097,82.9767512566026,33.15,154.11,88.45,2264.27,-49.23,1,1,0
2025-06-08T01:00:00,20.2961,85.8245,25.69037490283495,90.14794987272026,50.25,116.86,67.98,1999.1,-79.03,1,1,0
2025-06-08T02:00:00,20.2961,85.8245,31.203347100462963,66.21000693143974,20.33,9.07,44.7,593.18,-36.12,0,0,0
2025-06-08T03:00:00,20.2961,85.8245,30.73373154137453,77.70484425331401,19.88,2.53,40.61,1015.16,-35.69,0,0,0
2025-06-08T04:00:00,20.2961,85.8245,29.23528819705593,84.11098557175318,3.6,14.5,41.96,1361.81,-26.4,0,0,0
2025-06-08T05:00:00,20.2961,85.8245,28.941129542568575,85.42616002895517,13.5,0.0,40.63,1450.11,-31.18,0,0,0
2025-06-08T06:00:00,20.2961,85.8245,33.339511807839735,72.43845990400088,19.32,4.3,48.3,788.59,-46.2,0,0,0
2025-06-08T07:00:00,20.2961,85.8245,26.538968526407913,94.87170181695365,12.27,0.0,40.22,1727.41,-43.85,0,0,0
2025-06-08T08:00:00,20.2961,85.8245,33.37158727986874,84.34663512738824,4.81,5.95,31.46,0.0,-32.29,0,0,0
2025-06-08T09:00:00,20.2961,85.8245,28.111948318010306,80.2994325599846,28.29,3.91,47.33,713.5,-41.69,0,0,0
2025-06-08T10:00:00,20.2961,85.8245,31.483550287887255,77.43894887922087,11.25,11.15,52.89,1943.31,-27.35,0,0,0
2025-06-08T11:00:00,20.2961,85.8245,31.402809918888387,71.4867463763259,0.0,7.74,46.93,675.37,-29.54,0,0,0
2025-06-08T12:00:00,20.2961,85.8245,30.730274198579217,82.26620776478815,16.14,5.4,31.25,932.38,-45.92,0,0,0
2025-06-08T13:00:00,20.2961,85.8245,23.18791305057062,66.45666885967738,22.19,8.74,35.2,1130.83,-37.43,0,0,0
2025-06-08T14:00:00,20.2961,85.8245,29.51089508648718,76.90391052298743,17.35,122.76,67.64,2386.15,-56.46,1,1,0
2025-06-08T15:00:00,20.2961,85.8245,30.40632276822507,64.737392879719,11.39,11.31,37.78,1886.13,-38.66,0,0,0
2025-06-08T16:00:00,20.2961,85.8245,26.51935893788042,62.28781551475348,35.27,52.88,62.87,3302.98,-58.38,1,0,0
2025-06-08T17:00:00,20.2961,85.8245,25.920077795792807,61.829025775010834,33.16,62.04,49.12,3387.81,-67.45,1,0,0
2025-06-08T18:00:00,20.2961,85.8245,24.930254586129784,94.0201865371038,16.76,6.97,25.5,735.47,-45.03,0,0,0
2025-06-08T19:00:00,20.2961,85.8245,32.44591204828615,64.01691051542261,16.2,0.0,25.08,1582.37,-41.48,0,0,0
2025-06-08T20:00:00,20.2961,85.8245,29.258431649139123,76.96437004955165,10.03,3.88,41.43,1346.55,-37.94,0,0,0
2025-06-08T21:00:00,20.2961,85.8245,35.1724864091351,77.93759270696161,18.71,0.0,41.49,1451.97,-43.08,0,0,0
2025-06-08T22:00:00,20.2961,85.8245,26.14001417522386,78.1785050826378,12.1,0.0,36.54,1687.44,-41.39,0,0,0
2025-06-08T23:00:00,20.2961,85.8245,28.766488408961592,77.42343778120016,20.3,1.54,40.58,873.82,-47.51,0,0,0
2025-06-09T00:00:00,20.2961,85.8245,24.685166065047902,87.74990466618438,15.68,0.87,40.39,624.1,-25.81,0,0,0
2025-06-09T01:00:00,20.2961,85.8245,31.55832102536666,84.35646913590809,15.41,0.76,52.99,1540.02,-24.75,0,0,0
2025-06-09T02:00:00,20.2961,85.8245,30.270797196780382,81.53543087744308,9.27,1.33,32.85,1514.98,-38.23,0,0,0
2025-06-09T03:00:00,20.2961,85.8245,30.284921291622947,85.17737678292055,29.17,23.11,59.61,3198.13,-54.78,1,0,0
2025-06-09T04:00:00,20.2961,85.8245,30.052355527264428,76.49087646264852,25.85,4.35,31.56,1298.22,-32.57,0,0,0
2025-06-09T05:00:00,20.2961,85.8245,31.978065616738377,84.92049071157733,12.01,2.54,36.68,1652.98,-52.92,0,0,0
2025-06-09T06:00:00,20.2961,85.8245,32.77117987006728,72.3331231313379,19.58,0.0,33.48,794.65,-51.24,0,0,0
2025-06-09T07:00:00,20.2961,85.8245,26.629801024594165,84.0214518840134,17.23,3.19,37.18,1612.57,-33.92,0,0,0
2025-06-09T08:00:00,20.2961,85.8245,32.03763800316151,70.6858736843856,23.26,0.45,34.78,1262.13,-28.78,0,0,0
2025-06-09T09:00:00,20.2961,85.8245,31.502697997220483,90.25972633329346,26.93,31.06,71.29,2550.42,-51.37,1,0,0
2025-06-09T10:00:00,20.2961,85.8245,29.571499039337198,90.04195868796923,16.99,0.32,20.62,1423.71,-35.72,0,0,0
2025-06-09T11:00:00,20.2961,85.8245,32.257946348525095,69.85324194452255,9.39,6.69,42.1,870.23,-30.08,0,0,0
2025-06-09T12:00:00,20.2961,85.8245,28.090460651497175,80.94251195042156,14.88,1.88,40.94,1919.09,-37.79,0,0,0
2025-06-09T13:00:00,20.2961,85.8245,28.49353483042997,61.21345933542692,14.37,7.75,29.57,466.1,-21.32,0,0,0
2025-06-09T14:00:00,20.2961,85.8245,30.503282509819535,80.01203232169128,20.85,0.0,38.56,1580.94,-33.09,0,0,0
